customer_id,zipcode,city,state_code,datetime_created,datetime_updated
79,11347,sao vicente,SP,2017-10-18 00:00:00,2017-10-18 00:00:00
80,26272,nova iguacu,RJ,2017-10-18 00:00:00,2017-10-18 00:00:00
81,05415,sao paulo,SP,2017-10-18 00:00:00,2017-10-18 00:00:00
82,59655,areia branca,RN,2017-10-18 00:00:00,2017-10-18 00:00:00
83,04548,sao paulo,SP,2017-10-18 00:00:00,2017-10-18 00:00:00
84,28010,campos dos goytacazes,RJ,2017-10-18 00:00:00,2017-10-18 00:00:00
85,13573,sao carlos,SP,2017-10-18 00:00:00,2017-10-18 00:00:00
86,02175,sao paulo,SP,2017-10-18 00:00:00,2017-10-18 00:00:00
87,37500,itajuba,MG,2017-10-18 00:00:00,2017-10-18 00:00:00
88,90670,porto alegre,RS,2017-10-18 00:00:00,2017-10-18 00:00:00
89,09890,sao bernardo do campo,SP,2017-10-18 00:00:00,2017-10-18 00:00:00
90,13321,salto,SP,2017-10-18 00:00:00,2017-10-18 00:00:00
91,44380,cruz das almas,BA,2017-10-18 00:00:00,2017-10-18 00:00:00
92,27700,vassouras,RJ,2017-10-18 00:00:00,2017-10-18 00:00:00
93,44033,feira de santana,BA,2017-10-18 00:00:00,2017-10-18 00:00:00
94,04537,sao paulo,SP,2017-10-18 00:00:00,2017-10-18 00:00:00
95,71540,brasilia,DF,2017-10-18 00:00:00,2017-10-18 00:00:00
96,13569,sao carlos,SP,2017-10-18 00:00:00,2017-10-18 00:00:00
97,05565,sao paulo,SP,2017-10-18 00:00:00,2017-10-18 00:00:00
98,03636,sao paulo,SP,2017-10-18 00:00:00,2017-10-18 00:00:00
99,24120,niteroi,RJ,2017-10-18 00:00:00,2017-10-18 00:00:00
100,24120,niteroi,RJ,2017-10-18 00:00:00,2017-10-18 00:00:00
